Job_Roles,text,avg_exp,salary,locations,skills
Analyst,analyst zobello delhi delhi source analyse statistical tool spss adobe commerce good analytical skills experience,3.5,Not disclosed,"Delhi, Delhi","sources
analysing
statistical tools
spss
adobe
e commerce
good analytical skills
experience"
Manager,manager careerxperts consult india mine computer science object orient design computer vision data science consult machine learn engineer manager,9.0,Not disclosed,India,"Mining
Computer science
Object oriented design
Computer vision
data science
Consulting
Machine learning
Engineering Manager"
Analyst,analyst zobello delhi delhi data analysis model data mine spss adobe commerce good analytical skills analytical skills,1.5,Not disclosed,"Delhi, Delhi","data analysis
modeling
data mining
spss
adobe
e commerce
good analytical skills
analytical skills"
Analyst,analyst well fargo india solutions pvt ltd bengaluru hyderabad unix automation data analysis production support shell script debug informatica analytics,5.0,Not disclosed,"Bengaluru, Hyderabad","Unix
Automation
Data analysis
Production support
Shell scripting
Debugging
Informatica
Analytics"
Analyst,analyst lead cooperative society hyderabad visakhapatnam vijayawada corporate strategy business strategy growth consult financial analysis business research market forecast competitive intelligence formulas,2.5,300000 - 500000 ,"Hyderabad, Visakhapatnam, Vijayawada","Corporate Strategy
Business Strategy
Growth Consulting
Financial Analysis
Business Research
Market Forecasting
Competitive Intelligence
Formulas"
Software Engineer,software engineer tns hold hyderabad computer science career development script write machine learn agile mongodb natural language process medical insurance,8.5,Not disclosed,Hyderabad,"Computer science
Career development
Script writing
Machine learning
Agile
MongoDB
Natural language processing
Medical insurance"
Data Engineer,data engineer uworld india private limit hyderabad nanakramguda hadoop big data mariadb mapreduce hdfs pig hive sqoop,6.5,Not disclosed,Hyderabad(Nanakramguda +1),"Hadoop
Big Data
Mariadb
Mapreduce
Hdfs
Pig
Hive
Sqoop"
Analyst,analyst cognizant technology solutions india ltd chennai hyderabad data migration business service data modeler business analysis sql,7.5,Not disclosed,"Chennai, Hyderabad","Data Migration
Business Services
Data Modeler
Business Analysis
SQL"
Analyst,analyst collins aerospace hyderabad business process sap middle management aviation sap implementation process improvement analytical,8.0,Not disclosed,Hyderabad,"Business process
SAP
Middle management
RF
Aviation
SAP implementation
Process improvement
Analytical"
Data Engineer,data engineer vertafore hyderabad architecture product innovation manager technology management,5.0,Not disclosed,Hyderabad,"Architecture
Product innovation
Manager Technology
Management"
Analyst,analyst anacipher cro hyderabad cro data analysis chemistry manager quality assurance analytical pharmacy clinical research associate bioanalytical,3.0,Not disclosed,Hyderabad,"CRO
Data analysis
Chemistry
Manager Quality Assurance
Analytical
Pharmacy
Clinical Research Associate
bioanalytical"
Software Engineer,software engineer reventics hyderabad senior design engineer health insurance career development analytical tool healthcare software business intelligence,7.5,Not disclosed,Hyderabad,"Senior Design Engineer
Health insurance
Career development
Analytical
Tools
Healthcare
Software
Business intelligence"
Data Engineer,data engineer zessta software service pvt ltd hyderabad technical design spark udf debug infrastructure program aws analytics,7.5,Not disclosed,Hyderabad,"Technical design
spark
UDF
Debugging
Infrastructure
Programming
AWS
Analytics"
Data Engineer,data engineer menlo technologies hyderabad unix computer science version control linux postgresql mysql shell script debug,8.0,Not disclosed,Hyderabad,"Unix
Computer science
Version control
Linux
Postgresql
MySQL
Shell scripting
Debugging"
Data Engineer,data engineer rubicon red software india pvt ltd hyderabad red automation data model manager technology informatica pentaho cost analytics,6.5,Not disclosed,Hyderabad,"RED
Automation
Data modeling
Manager Technology
Informatica
Pentaho
Cost
Analytics"
Software Engineer,software engineer dst worldwide service india pvt ltd hyderabad analyst nosql scala hadoop agile manager technology big data distribution system,3.0,Not disclosed,Hyderabad,"Analyst
NoSQL
SCALA
Hadoop
Agile
Manager Technology
big data
Distribution system"
Big Data Engineer,big data engineer pubmatic india pvt ltd hyderabad performance tune automation production support debug disaster recovery performance test monitor system administration,7.5,Not disclosed,Hyderabad,"Performance tuning
Automation
Production support
Debugging
Disaster recovery
Performance testing
Monitoring
System administration"
Data Engineer,data engineer madhees hyderabad sql tableau sas compliance organizational development ssrs sql server report service ssis,6.0,Not disclosed,Hyderabad,"MS SQL
tableau
SAS
Compliance
Organizational development
SSRS
SQL Server reporting services
SSIS"
Analyst,analyst balancehero india private limit gurgaon data analysis tableau python sql,10.5,1500000 - 2500000 ,Gurgaon,"Data Analysis
Tableau
Python
SQL"
Analyst,analyst maruti suzuki india rohtak gurgaon data analysis,5.0,Not disclosed,"Rohtak, Gurgaon",data analysis
Analyst,analyst solutions gurgaon quantum data analysis data process,3.0,400000 - 600000 ,Gurgaon,"Quantum
Data Analysis
Data Processing"
Data Engineer,data engineer joulestowatts business solutions pvt ltd chennai delhi ncr bengaluru gurgaon kolkata azure data factory data engineer azure data bricks,9.5,Not disclosed,"Chennai, Delhi NCR, Bengaluru, Gurgaon, Kolkata","Azure data factory
Data engineer
Azure Data Bricks"
Analyst,analyst core diagnostics private limit gurgaon udyog vihar data analysis advance excel,2.0,300000 - 500000 ,Gurgaon(Udyog Vihar),"Data Analysis
Advanced Excel"
Big Data Engineer,big data engineer mmindcorp pune mumbai data analysis advance excel,5.5,400000 - 900000 ,"Pune, Mumbai","Data Analysis
Advanced Excel"
Big Data Engineer,big data engineer xebia architects india pvt ltd bengaluru gurgaon version control git linux shell script agile workflow apache sql,4.0,Not disclosed,"Bengaluru, Gurgaon","Version control
GIT
Linux
Shell scripting
Agile
Workflow
Apache
SQL"
Big Data Engineer,big data engineer data source consult bengaluru gurgaon maven git nosql analytical scala sqoop big data,4.5,Not disclosed,"Bengaluru, Gurgaon","Maven
GIT
NoSQL
Analytical
SCALA
J2Ee
sqoop
big data"
Data Engineer,data engineer roposo bengaluru gurgaon system architecture linux architecture spark hdfs big data apache report tool,3.5,Not disclosed,"Bengaluru, Gurgaon","System architecture
Linux
Architecture
spark
hdfs
big data
Apache
Reporting tools"
Big Data Engineer,big data engineer finejobs consultant private limit pune mumbai automation application support production support artificial intelligence machine learn jenkins hardware management,11.0,Not disclosed,"Pune, Mumbai","Automation
Application support
Production support
Artificial Intelligence
Machine learning
jenkins
Hardware
Management"
Manager,manager upgrad education pvt ltd mumbai bengaluru nlp python sql machine learn,4.0,1400000 - 2400000 ,"Mumbai, Bengaluru","NLP
Python
SQL
Machine Learning"
Manager,manager gladwin analytics mumbai bengaluru product launch computer science sap data science diagnostics cod analytical machine learn,10.5,Not disclosed,"Mumbai, Bengaluru","Product launch
Computer science
SAP
data science
Diagnostics
Coding
Analytical
Machine learning"
Data Engineer,data engineer colgate palmolive mumbai software development nosql relational databases sap agile data engineer tableau data model,3.5,Not disclosed,Mumbai,"Software Development
NoSQL
Relational Databases
SAP BW
Agile
Data Engineer
Tableau
Data Modeling"
Data Engineer,data engineer talent corner service pvt ltd chennai pune delhi ncr mumbai bengaluru hyderabad data dictionary database management database report generation store procedures mysql data engineer maria,3.0,300000 - 600000 ,"Chennai, Pune, Delhi NCR, Mumbai, Bengaluru, Hyderabad","Data Dictionary
database management
database
Report Generation
Stored Procedures
MySQL
Data Engineer
Maria db"
Data Scientist,data scientist global talent pool mumbai bengaluru computer science data science analytical program data structure mathematics statistics python,4.0,Not disclosed,"Mumbai, Bengaluru","Computer science
data science
Analytical
Programming
Data structures
Mathematics
Statistics
Python"
Analyst,analyst sunstone education technology pvt ltd mumbai quantitative analysis hedge fund problem solve data analysis financial market statistics quantitative finance,1.0,600000 ,Mumbai,"Quantitative Analysis
Hedge Funds
R
Problem Solving
Data Analysis
Financial Markets
Statistics
Quantitative Finance"
Analyst,analyst intact search navi mumbai mumbai thane trade investment research database mine macros python data analysis stock market stock trade,3.5,50000 - 300000 ,"Navi Mumbai, Mumbai, Thane","trading
Investment Research
database mining
macros
python
Data Analysis
Stock Market
stock trading"
Manager,manager tata industries limit tata insights quants divison jamshedpur mumbai bengaluru automation data management web analytics data model consult javascript html rfp,11.0,Not disclosed,"Jamshedpur, Mumbai, Bengaluru","Automation
Data management
Web analytics
Data modeling
Consulting
Javascript
HTML
RFP"
Analyst,analyst lobo staff solutions private limit mumbai qlik sense power qlikview salesforce,8.5,Not disclosed,Mumbai,"Qlik Sense
power bi
QlikView
Salesforce"
Manager,manager gladwin analytics mumbai bengaluru logistic regression statistical analysis data science sas analytical machine learn fmcg business intelligence,6.5,Not disclosed,"Mumbai, Bengaluru","Logistic regression
Statistical analysis
data science
SAS
Analytical
Machine learning
FMCG
Business intelligence"
Data Engineer,data engineer baker hughes mumbai dsp hana data migration adm sap data migration,7.5,Not disclosed,Mumbai,"DSP
S/4 Hana
Data Migration
ADM
SAP Data migration"
Analyst,analyst ketto mumbai system maintenance system support agile test scenarios system design data integrity troubleshoot continuous improvement,2.0,Not disclosed,Mumbai,"System maintenance
System support
Agile
Test scenarios
System design
data integrity
Troubleshooting
Continuous improvement"
Manager,manager associate india pvt ltd delhi ncr pune nlp data science data scientist artificial intelligence natural language process analytical techniques machine learn,10.0,Not disclosed,"Delhi NCR, Pune","nlp
data science
Data Scientist
Artificial Intelligence
Natural Language Processing
AI
analytical techniques
machine learning"
Analyst,analyst hire consultants pune advance excel excel mis data management data analysis data analyst advance excel night shift,3.0,Not disclosed,Pune,"Advance Excel
Excel
MIS
Data Management
Data Analysis
Data Analyst
Advanced Excel
Night Shift"
Analyst,analyst hire consultants pune advance excel excel mis data management data analysis data analyst advance excel data entry,2.0,Not disclosed,Pune,"Advance Excel
Excel
MIS
Data Management
Data Analysis
Data Analyst
Advanced Excel
Data Entry"
Analyst,analyst resilinc pune communication skills write communication article office newsletters blog write content write,3.5,Not disclosed,Pune,"Communication Skills
Written Communication
Articles
Ms Office
Newsletters
Blog Writing
Content Writing"
Analyst,analyst rudder analytics pune python senior data engineer data analytics google cloud platform talend data warehouse microsoft azure amazon web service,4.0,500000 - 1000000 ,Pune,"python
Senior Data Engineer
data analytics
google cloud platform
talend
data warehousing
microsoft azure
amazon web services"
Data Engineer,data engineer nathan ark software pvt ltd pune computer science tableau data science cloud data structure data process windows ssis,6.5,Not disclosed,Pune,"Computer science
tableau
data science
Cloud
Data structures
Data processing
Windows
SSIS"
Software Engineer,software engineer knorex pune health insurance manage service manager technology data structure account management data analytics advertise analytics,3.5,Not disclosed,Pune,"Health insurance
Managed services
Manager Technology
Data structures
Account management
Data analytics
Advertising
Analytics"
Big Data Engineer,big data engineer execboardinasia pune architect spark hadoop infrastructure mentor deployment big data analytics,7.5,Not disclosed,Pune,"Architect
spark
Hadoop
Infrastructure
Mentor
Deployment
big data
Analytics"
Analyst,analyst machintel pune analytical skills business administration data analysis operational support interpersonal skills market analytics software package business analyst,1.5,Not disclosed,Pune,"Analytical skills
Business administration
Data analysis
operational support
Interpersonal skills
Marketing analytics
Software packages
Business Analyst"
Data Engineer,data engineer foursis technical solutions pune data analysis business analyst business analysis business data analyst business plan,10.5,Not disclosed,Pune,"Data analysis
Business Analyst
Business analysis
Business Data Analyst
Business planning"
Big Data Engineer,big data engineer peoplefy infosolutions pvt ltd pune big data,11.5,1500000 - 3000000 ,Pune,Big Data
Big Data Engineer,big data engineer teamware solutions pune procurement pdf data management contract management rfx source subject matter expert manager quality control,5.0,Not disclosed,Pune,"Procurement
PDF
Data management
Contract management
RFX
E-sourcing
Subject Matter Expert
Manager Quality Control"
Data Engineer,data engineer ralph lauren bengaluru microstrategy automation mis agile data structure apache open source analytics,10.5,Not disclosed,Bengaluru,"Microstrategy
Automation
MIS
Agile
Data structures
Apache
Open source
Analytics"
Big Data Engineer,big data engineer mitron private limit bengaluru system design scala data engineer kafka big data spark hdfs data warehouse,4.5,Not disclosed,Bengaluru,"System Design
scala
Data engineer
kafka
Big Data
Spark
Hdfs
Data Warehousing"
Data Engineer,data engineer tvs next chennai bengaluru performance tune sql sql database database design mysql database maintenance monitor,3.5,Not disclosed,"Chennai, Bengaluru","Performance tuning
C++
MS SQL
SQL database
Database design
MySQL
Database maintenance
Monitoring"
Analyst,analyst ralph lauren bengaluru microstrategy automation mis agile business intelligence open source information technology virtualization,10.5,Not disclosed,Bengaluru,"Microstrategy
Automation
MIS
Agile
Business intelligence
Open source
Information technology
Virtualization"
Data Engineer,data engineer themathcompany bengaluru software engineer,4.5,Not disclosed,Bengaluru,Software Engineer
Data Scientist,data scientist lendingkart technologies pvt ltd bengaluru data science business intelligence big data tableau machine learn statistics analytics,17.0,Not disclosed,Bengaluru,"Data Science
Business Intelligence
R
Big Data
Tableau
Machine Learning
Statistics
Analytics"
Big Data Engineer,big data engineer nvidia bengaluru spark big data solution architect,12.5,Not disclosed,Bengaluru,"spark
big data
Solution Architect"
Data Scientist,data scientist intellicar bengaluru java machine learn statistics sql data science hive algorithms,5.5,Not disclosed,Bengaluru,"Java
Machine Learning
Statistics
SQL
Data Science
R
Hive
Algorithms"
Analyst,analyst gionik human capital solutions bengaluru supervise learn aerospace data analysis program language code validation statistics machine learn algorithms unsupervised learn,5.5,Not disclosed,Bengaluru,"Supervised learning
Aerospace
Data Analysis
programming language
code validation
Statistics
Machine Learning algorithms
Unsupervised learning"
Data Engineer,data engineer ralph lauren bengaluru microstrategy automation agile data structure apache open source information technology analytics,7.5,Not disclosed,Bengaluru,"Microstrategy
Automation
Agile
Data structures
Apache
Open source
Information technology
Analytics"
Data Engineer,data engineer ralph lauren bengaluru microstrategy automation agile data structure apache open source information technology analytics,6.5,Not disclosed,Bengaluru,"Microstrategy
Automation
Agile
Data structures
Apache
Open source
Information technology
Analytics"
Data Engineer,data engineer true caller bengaluru spark cloud scala program deployment mobile applications big data analytics,4.5,Not disclosed,Bengaluru,"spark
Cloud
SCALA
Programming
Deployment
Mobile applications
big data
Analytics"
Data Engineer,data engineer multi recruit bengaluru computer science customer acquisition analytical consult agile data structure data quality scrum,8.0,Not disclosed,Bengaluru,"Computer science
Customer acquisition
Analytical
Consulting
Agile
Data structures
Data quality
Scrum"
Data Engineer,data engineer near pte ltd bengaluru cloud compute gcp agile data process deployment product design apache big data,9.0,Not disclosed,Bengaluru,"Cloud computing
GCP
Agile
Data processing
Deployment
Product design
Apache
big data"
Data Scientist,data scientist intellipredikt technologies private limit bengaluru print data science machine learn data analytics data visualization,3.0,Not disclosed,Bengaluru,"Printing
data science
Machine learning
Data analytics
data visualization"
Manager,manager execboardinasia bengaluru operations research business consult primary research data science analytical demand forecast machine learn product design,7.5,Not disclosed,Bengaluru,"Operations research
Business consulting
Primary research
data science
Analytical
Demand forecasting
Machine learning
Product design"
Data Engineer,data engineer themathcompany bengaluru computer science business object rdbms shell script informatica oracle open source monitor,3.5,Not disclosed,Bengaluru,"Computer science
Business objects
RDBMS
Shell scripting
Informatica
Oracle
Open source
Monitoring"
Data Scientist,data scientist integra software service pvt ltd chennai pondicherry academic write java project management network computer science data mine subject matter expert,9.5,Not disclosed,"Chennai, Pondicherry","Academic Writing
Java
C++
Project Management
Networking
Computer Science
Data Mining
Subject Matter Expert"
Data Engineer,data engineer healthifyme bengaluru data management data model artificial intelligence data structure data process microsoft data mine analytics,3.5,Not disclosed,Bengaluru,"Data management
Data modeling
Artificial Intelligence
Data structures
Data processing
microsoft
Data mining
Analytics"
Data Engineer,data engineer bounceshare bengaluru computer science backend nosql debug data structure system design analytics,5.5,Not disclosed,Bengaluru,"Computer science
C++
Backend
NoSQL
Debugging
Data structures
System design
Analytics"
Big Data Engineer,big data engineer ganit business solutions bengaluru data service java vertica schema design development data process hadoop aws,3.5,Not disclosed,Bengaluru,"data services
java
vertica
Schema
Design development
Data processing
hadoop
aws"
Big Data Engineer,big data engineer affine analytics pvt ltd bengaluru sql spark data warehouse big data machine learn etl ssis,12.5,2000000 - 3500000 ,Bengaluru,"c#
ms sql
spark
data warehousing
big data
machine learning
etl
ssis"
Big Data Engineer,big data engineer parkar consult group bengaluru unix san french consult computer science data analysis big data territory executive,7.0,Not disclosed,Bengaluru,"Unix
San
French
Consulting
Computer Science
Data Analysis
Big Data
Territory Executive"
Data Engineer,data engineer quaero bengaluru product management system architecture data management mysql consult agile apache analytics,6.0,Not disclosed,Bengaluru,"Product management
System architecture
Data management
MySQL
Consulting
Agile
Apache
Analytics"
Analyst,analyst valeo india pvt ltd chennai navalur data analysis,5.0,Not disclosed,Chennai(Navalur),Data Analysis
Analyst,analyst contactx resource management pvt ltd bengaluru spotfire scenario analysis power finance data analysis data model tableau sql server,5.0,800000 - 1500000 ,Bengaluru,"Spotfire
Scenario Analysis
Power Bi
Finance
Data Analysis
Data Modeling
Tableau
SQL Server"
Machine Learning Engineer,machine learn engineer nunam bengaluru data analysis prototype analytical machine learn http microsoft open source internship,0.0,Not disclosed,Bengaluru,"Data analysis
Prototype
Analytical
Machine learning
HTTP
microsoft
Open source
Internship"
Machine Learning Engineer,machine learn engineer synopsys india pvt ltd bengaluru bennigana halli software architecture computer science functional specifications program javascript new product,0.0,Not disclosed,Bengaluru(Bennigana Halli),"C++
QT
Software Architecture
Computer Science
Functional Specifications
Programming
Javascript
New Product"
Manager,manager execboardinasia bengaluru data science machine learn cloud software development life cycle infrastructure manager technology deployment distribution system,7.5,Not disclosed,Bengaluru,"data science
Machine learning
Cloud
Software development life cycle
Infrastructure
Manager Technology
Deployment
Distribution system"
Data Scientist,data scientist bloom consult service bengaluru statistical program data science machine learn scala open source data mine ruby matlab,3.5,Not disclosed,Bengaluru,"Statistical programming
data science
Machine learning
SCALA
Open source
Data mining
Ruby
MATLAB"
Big Data Engineer,big data engineer parkar consult group bengaluru unix data analysis email test sql computer science sql query script,7.0,Not disclosed,Bengaluru,"Unix
Data analysis
Email
testing
sql
Computer science
SQL queries
scripting"
Data Engineer,data engineer exponential bengaluru computer science artificial intelligence machine learn scala data structure system design natural language process data mine,5.5,Not disclosed,Bengaluru,"Computer science
Artificial Intelligence
Machine learning
SCALA
Data structures
System design
Natural language processing
Data mining"
Data Engineer,data engineer datawrkz business solutions pvt ltd bengaluru sector hsr layout hadoop big data regression data mine spark aws python sql,2.0,Not disclosed,Bengaluru(Sector 3 HSR Layout ),"Hadoop
Big Data
Regression
Data Mining
Spark
AWS
Python
SQL"
Data Engineer,data engineer fractal bengaluru computer science diagnostics artificial intelligence consult system integration application development sdlc,5.5,Not disclosed,Bengaluru,"Computer science
Diagnostics
Artificial Intelligence
Consulting
System integration
J2Ee
Application development
SDLC"
Data Scientist,data scientist axa business service pvt ltd bengaluru hadoop administration git linux data science cod machine learn monitor python,4.0,Not disclosed,Bengaluru,"Hadoop Administration
GIT
Linux
data science
Coding
Machine learning
Monitoring
Python"
Data Engineer,data engineer seven consultancy bengaluru computer science automation data analysis data management database design project management apache ruby,4.5,Not disclosed,Bengaluru,"Computer science
Automation
Data analysis
Data management
Database design
Project management
Apache
Ruby"
Analyst,analyst bottomline media pvt ltd bengaluru automation postgresql javascript data structure data analytics html information technology sql,4.0,Not disclosed,Bengaluru,"Automation
Postgresql
Javascript
Data structures
Data analytics
HTML
Information technology
SQL"
Data Engineer,data engineer alphonso inc bengaluru computer science statistical model algorithms map reduce machine learn hadoop javascript big data,10.5,Not disclosed,Bengaluru,"Computer science
Statistical modeling
Algorithms
Map Reduce
Machine learning
Hadoop
Javascript
big data"
Data Engineer,data engineer bloom consult service bengaluru advance analytics data analysis tableau operations data management business analyst data model analytical,3.5,Not disclosed,Bengaluru,"advanced analytics
Data analysis
tableau
operations
Data management
Business Analyst
Data modeling
Analytical"
Analyst,analyst coms consult pvt ltd kolkata kolkata advance analytics data analysis tableau operations data management business analyst data model analytical,3.5,50000 - 200000 ,"Kolkata, Kolkata","advanced analytics
Data analysis
tableau
operations
Data management
Business Analyst
Data modeling
Analytical"
Data Engineer,data engineer prodapt solutions private limit chennai bengaluru linux administration policies cloud devops virtualization business continuity data integration,9.0,Not disclosed,"Chennai, Bengaluru","Linux Administration
Policies
Cloud
Devops
Virtualization
Business Continuity
Data Integration"
Data Engineer,data engineer initiatefirst information service private limit bengaluru azure data engineer bangalore india,7.0,Not disclosed,Bengaluru,"Azure Data Engineer Bangalore
India"
Data Engineer,data engineer sense bengaluru unix hive market sql query nosql linux analytical machine learn,2.5,Not disclosed,Bengaluru,"Unix
hive
B2B Marketing
SQL queries
NoSQL
Linux
Analytical
Machine learning"
Big Data Engineer,big data engineer pokkt bengaluru unix computer science object orient design linux cod data structure sdk rup,8.5,Not disclosed,Bengaluru,"Unix
Computer science
Object oriented design
Linux
Coding
Data structures
SDK
RUP"
Analyst,analyst provana india private limit noida business plan organizational effectiveness business model research analysis data analysis business operations organization skills strong analytical skills,0.5,300000 - 500000 ,Noida,"Business Planning
Organizational Effectiveness
Business Modeling
Research Analysis
Data Analysis
Business Operations
Organization Skills
Strong Analytical Skills"
Data Engineer,data engineer digit bengaluru computer science engineer service product engineer pdf linux consult agile issue resolution,7.5,Not disclosed,Bengaluru,"Computer science
Engineering services
Product engineering
PDF
Linux
Consulting
Agile
Issue resolution"
Big Data Engineer,big data engineer everserve consultants private limit bengaluru java hibernate rest hive nosql sqoop jboss hadoop,5.5,400000 - 900000 ,Bengaluru,"Java
Hibernate
Rest
Hive
NoSQL
Sqoop
JBoss
Hadoop"
Big Data Engineer,big data engineer payu india bengaluru computer science data management production support javascript information retrieval perl troubleshoot data mine,4.5,Not disclosed,Bengaluru,"Computer science
Data management
Production support
Javascript
Information retrieval
Perl
Troubleshooting
Data mining"
Big Data Engineer,big data engineer crescendo global leadership hire india private imited bengaluru hive sqoop scala hadoop cloud big data flume spark,6.5,1300000 - 2300000 ,Bengaluru,"Hive
Sqoop
SCALA
Hadoop
Cloud
Big Data
Flume
Spark"
Data Engineer,data engineer hrdevi talent acquisition bengaluru java distribution systemx scala developer big data lisp,4.0,Not disclosed,Bengaluru,"Java
Distribution Systemx
Scala
C Developer
Big Data
Lisp"
Analyst,analyst hyrezy talent solutions delhi ncr java distribution systemx scala developer big data lisp,1.5,Not disclosed,Delhi NCR,"Java
Distribution Systemx
Scala
C Developer
Big Data
Lisp"
Software Engineer,software engineer execboardinasia bengaluru network data science machine learn application security research principal,13.0,Not disclosed,Bengaluru,"Networking
data science
Machine learning
Application security
Research
Principal"
Data Engineer,data engineer careerxperts consult bengaluru backend spark business analytics agile development web development consult machine learn scala,4.5,Not disclosed,Bengaluru,"Backend
spark
Business analytics
Agile development
Web development
Consulting
Machine learning
SCALA"
Data Engineer,data engineer careerxperts consult bengaluru backend spark business analytics agile development web development machine learn scala,2.5,Not disclosed,Bengaluru,"Backend
spark
Business analytics
Agile development
Web development
Machine learning
SCALA
J2Ee"
Machine Learning Engineer,machine learn engineer execboardinasia bengaluru train deep learn architect prototype literature scalability machine learn architecting,7.5,Not disclosed,Bengaluru,"Training
deep learning
Architect
Prototype
Literature
Scalability
Machine learning
Architecting"
Researcher,researcher saint gobain glass india ltd maharashtra statistical program data analysis big data analytics analytical machine learn life sciences spss data mine,2.0,Not disclosed,maharashtra,"Statistical programming
Data analysis
big data analytics
Analytical
Machine learning
Life sciences
SPSS
Data mining"
Big Data Engineer,big data engineer fractal bengaluru computer science cloud compute linux shell script machine learn agile jira dsl,6.0,Not disclosed,Bengaluru,"Computer science
Cloud computing
Linux
Shell scripting
Machine learning
Agile
JIRA
DSL"
Manager,manager posterity consult bengaluru cvs sap consult php html associate director oracle troubleshoot,13.5,Not disclosed,Bengaluru,"CVS
SAP
Consulting
PHP
HTML
Associate Director
Oracle
Troubleshooting"
Manager,manager amba research bengaluru computer science process automation data analysis pdf sas gcp analytical business intelligence,10.5,Not disclosed,Bengaluru,"Computer science
Process automation
Data analysis
PDF
SAS
GCP
Analytical
Business intelligence"
Data Scientist,data scientist amba research bengaluru computer science front office data analysis data science financial analysis investment research financial service,8.5,Not disclosed,Bengaluru,"Computer science
Front office
Data analysis
data science
Financial analysis
Investment research
HR
Financial services"
Analyst,analyst amazon development centre india pvt ltd chennai amazon communication skills analytical ability commerce fresher,1.0,Not disclosed,Chennai,"amazon
Communication Skills
Analytical Ability
E-commerce
Fresher"
Manager,manager execboardinasia bengaluru erp automation data analysis change management data migration data management data quality information management,7.5,Not disclosed,Bengaluru,"ERP
Automation
Data analysis
Change management
Data migration
Data management
Data quality
Information management"
Manager,manager reliance jio infocomm ltd bengaluru report generation data management machine learn data structure business model mobile applications data warehouse predictive analytics,7.5,Not disclosed,Bengaluru,"Report generation
Data management
Machine learning
Data structures
Business modeling
Mobile applications
Data warehousing
Predictive analytics"
Big Data Engineer,big data engineer new era india consultancy pvt ltd bengaluru tomcat jboss artificial intelligence mysql machine learn resource allocation talent management ssl,7.0,Not disclosed,Bengaluru,"Tomcat
JBoss
Artificial Intelligence
MySQL
Machine learning
Resource allocation
Talent management
SSL"
Analyst,analyst spectrum talent management bengaluru data cleanse data analysis staff application program analytical html dbms qlikview,6.5,Not disclosed,Bengaluru,"data cleansing
Data analysis
Staffing
Application programming
Analytical
HTML
DBMS
QlikView"
Big Data Engineer,big data engineer vtalentglobal bengaluru python rdbms apache cosmos yarn analytics sql,7.5,Not disclosed,Bengaluru,"python
c++
rdbms
Apache
Cosmos
YARN
Analytics
sql"
Data Scientist,data scientist orane healthcare india pvt ltd coimbatore python rdbms apache cosmos yarn analytics sql,3.5,Not disclosed,Coimbatore,"python
c++
rdbms
Apache
Cosmos
YARN
Analytics
sql"
Data Engineer,data engineer morgan stanley advantage service pvt ltd bengaluru automation sap data management configuration management manager technology software development life cycle perl virtualization,5.0,Not disclosed,Bengaluru,"Automation
SAP
Data management
Configuration management
Manager Technology
Software development life cycle
Perl
Virtualization"
Data Engineer,data engineer knoema bengaluru assembly language six sigma pmp javascript real time operate systems data engineer net html,4.5,Not disclosed,Bengaluru,"assembly language
Six Sigma
PMP
JavaScript
Real Time Operating Systems
Data Engineer
.NET
HTML"
Data Engineer,data engineer innominds software pvt ltd bengaluru python rdbms apache sql nosql application development java spark,6.0,Not disclosed,Bengaluru,"python
rdbms
Apache
sql
nosql
application development
java
spark"
Data Engineer,data engineer xpheno bengaluru sql database spark devops agile infrastructure power plsql analytics,8.0,Not disclosed,Bengaluru,"SQL database
spark
devops
Agile
Infrastructure
power bi
PLSQL
Analytics"
Data Engineer,data engineer crossroad elf dss private limit bengaluru data collection olap data quality data analytics informatica oracle data mine pentaho,2.5,Not disclosed,Bengaluru,"Data collection
OLAP
Data quality
Data analytics
Informatica
Oracle
Data mining
Pentaho"
Data Engineer,data engineer mytech global private limit bengaluru computer science continuous integration data quality windows informatica information technology analytics downstream,6.0,Not disclosed,Bengaluru,"Computer science
continuous integration
Data quality
Windows
Informatica
Information technology
Analytics
Downstream"
Data Engineer,data engineer profectus analytics bengaluru deep learn data management retail market time management management systems analytical cloud big data,3.0,Not disclosed,Bengaluru,"deep learning
Data management
Retail marketing
Time management
Management systems
Analytical
Cloud
big data"
Big Data Engineer,big data engineer freshermart bengaluru version control pdf data model quality audit php workflow big data,4.5,Not disclosed,Bengaluru,"QA
Version control
PDF
Data modeling
Quality audit
PHP
Workflow
big data"
Big Data Engineer,big data engineer yoodle bengaluru computer science cloud compute nosql shell script scala plsql data structure open source,7.5,Not disclosed,Bengaluru,"Computer science
Cloud computing
NoSQL
Shell scripting
SCALA
PLSQL
Data structures
Open source"
Data Engineer,data engineer quaero bengaluru computer science hibernate git data management spark consult mysql deployment,3.0,Not disclosed,Bengaluru,"Computer science
Hibernate
GIT
Data management
spark
Consulting
MySQL
Deployment"
Big Data Engineer,big data engineer clairvoyant tech soft private ltd pune hyderabad unix performance tune hibernate cod debug architectural design scala,5.0,Not disclosed,"Pune, Hyderabad","Unix
Performance tuning
Hibernate
Coding
Debugging
Architectural design
SCALA
J2Ee"
Big Data Engineer,big data engineer true influence bengaluru computer science data management analytical program dbms big data sql,7.5,Not disclosed,Bengaluru,"Computer science
C++
Data management
Analytical
Programming
DBMS
big data
SQL"
Data Engineer,data engineer parallel wireless inc bengaluru wireless telecom linux data management package jira analytics,2.5,Not disclosed,Bengaluru,"Wireless
Telecom
Linux
3G
Data management
Packaging
JIRA
Analytics"
